text,label
Je me sentais assez effrayée après cette petite conversation pour vraiment ouvrir mes yeux pour regarder mon nez mais quand il avait tout enlevé et il m'a dit de regarder dans le miroir j'étais tellement surpris qu'il n'était même pas la moitié aussi mauvais qu'il m'avait dit que ce serait et je regardais un joli petit nez,4
Je sens que l'activité de l'écriture confère à un pouvoir étrange d'être pleinement en contrôle,4
Im se sentant vraiment agité et prêt à craquer sur quelque chose de stupide,4
Je me sens confus par mes propres attentes,4
"Je ne veux pas paraître prétentieux ou quoi que ce soit, mais quand je me sens incertain des choses dans ma vie que dire whitman walt me donne toujours un bon départ sur le point",4
Je ne me sentais pas pressé d'acheter quoi que ce soit en échange de ma méditation de bain de pieds et de cadeau musical,4
"Je ne reviens jamais plus d'un mois, je voudrais venir avec quelqu'un pour m'accrocher, pour me sentir moins vulnérable et plus libre d'être moi-même et surtout puni.",4
ive s'est déjà sentie dépassée,4
Je me sens toujours secouée.,4
ive a apprécié l'expérience et j'éprouve maintenant une certaine appréhension quant à l'endroit où aller d'ici.,4
Je comprends que je ne sois peut-être pas en sevrage mais je n'ai pas manqué un week-end dans environ un an je me sens assez nerveux d'aller mon premier week-end sans que je laisse votre cerveau s'habituer à un emploi du temps spécifique,4
J'ai commencé à me sentir mal à l'aise et je me suis levé pour partir qui a été rencontré avec des commentaires de oh oui deux filles comme vous ne viendrait pas dans un bar si vous ne cherchez pas l'attention des gars,4
Je me sens paranoïaque mais aussi dégueulasse,4
Je me sens moins dérangé par ma grand-mère.,4
Je me sens juste un peu agité maintenant,4
Je me sens agité et désorienté.,4
Je me sens incertain de retourner à l'école l'année prochaine.,4
Je me sens ainsi effrayée au milieu de choses apparemment authentiques,4
J'irais aux fêtes de la maison rouge et je me sentirais vraiment coincée et socialement maladroite.,4
Je ne le fais pas si je me sens du tout effrayé et me supplie pratiquement d'éteindre ma musique punk hardcore,4
"Je me suis sentie en écrivant, je me souviens d'avoir eu l'impression d'être un goth plus jeune et d'avoir emménagé dans une nouvelle ville mélbourne après avoir passé des années à vivre dans un environnement rural.",4
Je me sens incertain de mes sentiments mes pensées,4
Je me sens confus pendant quelques secondes mon cerveau ne peut pas m'ancrer à un endroit géographique précis,4
Je me souviens m'être senti immédiatement alarmé.,4
ive s'est sentie agitée ces derniers jours,4
"Je me sentais trop timide pour répéter, puis j'ai dit que j'avais l'air d'une quarantaine de fois trente huit.",4
J'ai tellement peur.,4
J'ai peur de courir parce que j'ai peur des manifestants,4
Je me sens coincé ce matin.,4
Je pense qu'il est courant de se sentir impuissant à des moments comme celui-ci.,4
Je me sentais intimidé par tout ce territoire.,4
"Je me sens toujours un peu hésitant avec où je vais depuis que j'ai eu l'habitude d'échouer, mais c'est vrai toutes les choses que je voulais essayer d'atteindre i m aller pour",4
Je stresse sur son stress beaucoup trop parce que im pas tout à fait sûr comment communiquer professionnellement cette vibration me fait me sentir comme un chihuahua neurotique qui pissera sur ce tapis si il ya un mouvement soudain,4
Im hors de mon putain d'esprit et je me sens névrosé,4
J'ai commencé à me sentir mal à l'aise d'écrire en allemand,4
"Je me sens un peu agité, mon esprit se sent submergé d'un million de pensées.",4
après que mon petit ami m'ait battu pour la première fois,4
Je ne me sens pas vulnérable,4
Je me sens un peu tremblant beaucoup d'engourdissements et de tétons et mes jambes me font mal,4
J'ai l'impression d'avouer que Iive a 12 ans.,4
Je me sens bizarre.,4
Je me sens très désordonnée et frénétique aujourd'hui,4
Je suis fatigué de me sentir si anxieux et irritable tout le temps,4
J'ai l'impression qu'il est suspect et qu'il me teste.,4
Je ne connaissais pas un seul acteur donc je me sentais un peu mal à l'aise si im allait profiter de ceci,4
"Je décide de tremper mon orteil dans un autre genre, ça me fait un peu bizarre, ce qui est le cas de mon projet récent.",4
Je vais probablement passer par une de ces phases bizarres de nostalgie et de regret et tout ce que je peux penser d'autre est le passé et ça me fait bizarre et je ne sais pas quoi faire de moi-même.,4
Je me sens stressé par une sensation stupide,4
"Je déteste avoir peur, mais c'est probablement l'une des émotions que j'éprouve le plus.",4
Je pourrais me sentir vulnérable et un peu pitoyable mais j'ai la foi que cela va passer ne va pas se sentir merdique pour toujours et je ne devrais pas laisser ma perte de poids être affectée par cela parce qu'il va résoudre,4
Je me sens nerveux en disant ça mais ce qui est un exercice,4
Je conduisais des kilomètres pendant la journée et je ne me sentais jamais mal à l'aise.,4
Je me suis sentie agitée et pas tout à fait punie.,4
Je n'ai pas d'horaire ou d'amis d'enfance et je me sens un peu timide de sortir seul.,4
Je me sentais vraiment hésitante à propos de mon avenir ici.,4
Je me sens anxieux et ai du mal à dormir en plus de l'anxiété et de l'excitation au sujet de la course elle-même,4
Je crois que cela sera entrepris par Larry McCabe le greffier et c'est là que je me sens mal à l'aise.,4
"Je veux dire, si une femme marche seule la nuit traverser la route et marcher de l'autre côté de la rue afin qu'elle ne se sente pas menacée par vous",4
Je me sens un peu bizarre.,4
J'avais été cambriolée le soir précédent et m'étais jetée dans le ghetto comme une route sans issue pour trouver une sorte d'aide et de soutien dans le petit quartier des poubelles blanches pour me faire sentir moins effrayée.,4
Je peux me sentir différemment et être frénétique de passer assez de leçons,4
Je me sens un peu mal à l'aise avec certaines personnes de mon école.,4
Je me sens privée de toute indépendance et je me sens bizarre envers ma famille simplement parce que je vis ici.,4
Je m'assieds et je me souviens de ce que le désir ressenti et ce que le déni ressent comme il est si étrange de penser que je n'aurais pas pu changer ma propre perspective l'expérience elle-même a créé ma vision du monde,4
Je veux que ça me fasse me sentir un peu pétrifié.,4
J'ai l'impression que c'est une chose si vulnérable de dire oui que je ne suis pas si bon à ça et de le mettre là-bas dans le monde,4
Je peux vous assurer d'avoir eu une jeune vie qui m'a tellement détruite émotionnellement que j'ai tout simplement fermé à la fin de mon adolescence pour ne pas réapparaître comme un sentiment à part entière nerveux vulnérable si personne aimante jusqu'à des décennies plus tard,4
J'ai eu très peur quand un voleur est entré par effraction dans notre maison et a menacé de tuer mon père s'il ne s'est pas partagé avec un peu d'argent je regardais l'homme avec sa main sur la gâchette,4
J'ai traîné avec deux leo filles et ils aiment l'attention et ils se tiennent haut ampli dominant et je finis par être la tranquille qui se sent trop timide pour partager des mots,4
Je me sens paranoïaque que les gens disent des choses dans l'espoir que peut-être je ne ferai pas quelque chose ce soir,4
J'ai commencé à me sentir vraiment paranoïaque par rapport aux voyages,4
Je me sens anxieux dans cette situation,4
Je n'ai pas de très bonnes compétences relationnelles et je pense que tenter de remédier à cette déficience me fera me sentir moins stressé,4
J'avais l'habitude de me sentir si incertain tout le temps.,4
"Je ne connais pas la seule fille à ressentir ou être ça, mais je déteste être indécis",4
J'étais épuisée et je ne voulais pas vraiment me lever et me sentir très incertaine sur la façon dont la course allait descendre,4
Je combine le pneu plat la blessure à la tête et un oiseau sans tête qui se sent un peu paranoïaque,4
J'avais peur qu'il me tue s'il se sent menacé.,4
Et j'utilise tout cela comme un moyen de tout sortir et il n'a pas besoin d'être commenté ou quoi que ce soit son juste les déconnexions d'un autre adolescent dérangé,4
J'ai entendu des bruits de fantômes la nuit.,4
Je la sens dans cette situation je déteste vraiment les culpabilités alors elle accepte de se marier avec William mais pas sans lui infliger un visage de poisson indecisif et indécis sur le public pour plusieurs scènes,4
J'aurais aimé qu'il reste et quitte le monde avec plus de musique mais comme il se sentait torturé tous les jours je peux le comprendre,4
Je n'ai pas été mal à l'aise avec tout ce qui vient d'arriver je veux dire que j'ai la douleur occasionnelle des côtes et le haut de mon ventre s'endormant mais son tolérable,4
Je rétrécis autour de groupes de nouvelles personnes et me sens douloureusement timide et isolé ou parfois simplement ennuyé,4
Je me sentais sceptique et j'ai pensé le pousser pour des cils de marque Sephora,4
Je me sens plus réticente cette semaine que je ne veux pas m'arrêter.,4
"J'aime entendre parler de ministères qui s'adressent à des gens qui en ont besoin, mais j'ai une préoccupation à ce qu'ils puissent se sentir pressés d'excepter Jésus dans leur cœur en acceptant les soins des ministères.",4
J'ai récemment appris ça sur le sentiment d'être submergé alors j'ai pensé que je le partagerais avec vous,4
Je me sens un peu frénétique en essayant de trouver quelqu'un de nouveau,4
Je me sens mal à l'aise dans beaucoup d'aspects en ce moment.,4
"Je pense à mes insécurités et bizarrement, je me sens mal à leur sujet.",4
Je me suis réveillée très tremblante mais mieux,4
Je ne me sens pas pressé de perdre du poids en raison de la bonne cara delevigne regardé à la dernière vidéo secrète de victoria ou en raison de la bonne apparence de j lo dans sa vidéo la plus récente,4
Je me sens étonnamment instable.,4
Je pense que cela dépend encore de l'esprit ouvert de l'amant japonais que vous sortez mais la plupart d'entre eux se sentiront timides pour tenir la main en public,4
Je peux me détendre sans avoir besoin de réagir de manière inconfortable et sans les nerfs que je ressens toujours autrement,4
"Je me sens vulnérable, effrayée.",4
Je ne sais pas pourquoi certains ont toujours besoin de voix pour doigter leurs trous d'oreille.,4
Je parie que Kate est très gentille avec elle chaque fois qu'ils recommencent et qu'il l'amène quelque part et ça lui fait sentir vraiment bizarre de les voir ensemble et ensuite ils rentrent à la maison et ont des rapports sexuels intenses bizarres,4
"Je sens qu'au lieu d'être menacée en raison de la perte de sa virginité, je pense que cette femme a peut-être trompé l'orateur pendant leur mariage.",4
J'ai l'impression d'avoir l'air si bizarre dans les photos lointaines comparées aux photos rapprochées,4
Je ne pouvais pas m'empêcher de me sentir sceptique après que tout oli m'ait dit ça la première fois et que cela n'avait pas eu lieu aussi bien que je l'avais espéré,4
Je me sens timide de ma propre foi timide parce que c'est si étrange pour moi et je ne sais pas tout à fait ce que ça veut dire,4
Je choisirai de ne pas me concentrer sur lui au lieu de me concentrer sur ce que je ressens je vais essayer de ne pas me concentrer sur lui et au lieu d'être agité par lui je choisirai de laisser partir le sentiment négatif,4
J'ai fait en photoshop Je me sens un peu moins serré,4
Je ne sais pas ce que je veux faire de ma vie encore je me sens confus de ce que je devrais faire et aussi me sentir pressé d'être un adulte,4
Je me demande combien de temps je peux prendre soin de lui avant qu'il ait besoin d'aller dans une maison de retraite je me sens effrayée et une foule d'autres émotions,4
Je ne me suis pas sentie menacée ou effrayée entre la grande blancheur mais ennuyée,4
"im se sentant timide, puis agitant à la fenêtre et voila",4
Je me suis réveillée en me sentant un peu dépassée.,4
Je me sens effrayé avant que je sache que les actions que je fais dans ce corps de vie auront un effet sur l'issue de mon âme.,4
"Je ne sais pas exactement pourquoi, mais j'ai eu quelques moments de me sentir submergé non pas tellement à cause de benjamin mais à cause d'essayer de jongler le temps entre les trois gamins",4
Je me sens hésitant à m'en séparer et donc je l'ai gardé parce que c'est de la nourriture pour mes âmes,4
J'ai ce problème à me sentir mal à l'aise d'être dans ce genre d'endroit.,4
J'aimerais avoir une seconde chance de te revoir pour la première fois pour me sentir timide et nerveuse avec toi.,4
Je me sens plus paranoïaque maintenant que je n'ai jamais été proche Je peux le sentir,4
Je me rappelle que je me sentais vraiment dérangée pour quelques Noëls d'affilée après ça.,4
Je me sens toujours confuse et coupable pour tout ça.,4
"J'avais l'habitude de m'aventurer, mais aujourd'hui je me sens effrayée, je ne sens pas que je suis dans un pays libre qu'elle a dit",4
J'ai presque peur qu'ils se brisent quand elle bouge les mains,4
Je me sens bizarre de dire ça parce que je n'ai aucune idée de ce que je fais,4
Je me sens un peu effrayée par moi-même.,4
J'ai l'impression que cette infirmière hésite à savoir par où commencer mais optimiste que nous pouvons faire une chose pour aider,4
Je ne comprends pas la façon dont je me sens terrifié d'être mal bien je ne suis pas heureux et je ne suis pas fou êtes-vous écouter vous entendre tout se passe pour une raison rester clair changement d'amour,4
Je suis un sentiment un peu névrosé anxieux débordé et sur le point d'une crise de panique majeure,4
j'en ai assez de me sentir si mal à l'aise avec moi-même,4
"Je ne peux m'empêcher de sentir quelqu'un s'inquiéter des utilisations futures possibles de ces données et de ces dispositifs de suivi, en particulier, étant donné qu'un des principaux objectifs de ces expériences semble être de prouver que la chasse à la baleine commerciale devrait être relancée dans toute cette discussion sur la gestion des populations de baleines.",4
Je me sens comme et j'espère que j'ai gagné la sagesse il y a encore des choix que je lutte avec les décisions que j'ai peur de faire parce que je crains les ramifications à long terme encore des morceaux de moi que j'ai l'impression que je devrais savoir mieux,4
J'avais l'impression qu'il était sceptique aussi.,4
"Je rencontre mon oncle, je me sens timide avec lui parce que je me souviens toujours de cet incident.",4
Je peux comprendre pourquoi les gens pourraient avoir peur de partager leur intérêt avec les autres.,4
Je me sens intimidé quand je partage,4
"Je me sens étrangement inquiet, mais je ne peux pas comprendre pourquoi.",4
Je me sens vulnérable en tant que cinéaste karan johar nombre de données classe verticale sr twitter bouton twitter partage bouton,4
Je me sens très timide de parler à des filles étranges,4
J'ai eu tellement peur de me sentir à nouveau que j'ai eu si peur de ce que ma vie avant allait signifier pour moi maintenant,4
Je me sens impuissante mais je sais que je devrais pas parce que je peux offrir le meilleur genre d'aide,4
ive remarqué dans cette semaine dernière que plus de ces vents de fen se déplacent dans un signe sûr de l'hiver et le seul temps que je me sens mal à l'aise avec la pluie et la neige que j'adore mais ces vents sauvages et la menace de dommages qu'ils apportent avec eux laisse dire id plutôt pas avoir à s'inquiéter,4
Je me sens toujours comme si ma boule de neige était encore secouée.,4
"Je sens que je suis trop névrosé pour vivre avec d'autres étudiants que je ne connais pas, mais mon appartement isole.",4
Je me sens vraiment mal à l'aise comme si il se déplaçait trop vite à mon goût,4
"Je me sens effrayé et méfiant et en colère, triste et perdu et confus et vraiment effrayé",4
Je me sens nerveux à propos de quelque chose qui est laissé de côté,4
"quand j'avais des années, j'ai souvent été poursuivi par d'autres et j'ai eu des battements sonores",4
Je travaille dans un endroit où j'aide les gens qui ne peuvent pas s'aider eux-mêmes et pour que je me sente impuissante. Je me demande qui est là pour moi.,4
Je me sens un peu stressée.,4
J'ai commencé à me sentir nerveux en marchant entre les cours ou en assistant à des événements et des fonctions sociales je serais remarqué,4
Je commence à m'inquiéter.,4
Je me sentais un peu sceptique à ce sujet parce que j'ai été à rey s maison quelques fois ce ramadan et je me suis dit que je devrais probablement me détendre avec ma propre famille mais je voulais traîner avec toutes les filles à l'extérieur de la mosquée,4
Je l'accepte et j'ai peur.,4
Je me sens dépassée et pressée d'acheter des cadeaux trop tôt,4
"Je savais qu'il s'appelait Gary, mais quand je lui demande son nom de famille, il met sa main dans son cœur et ses yeux percés comme s'il était surpris d'apprendre qu'il le fait quand il se sent dans un état vulnérable.",4
J'ai aussi eu un petit accident de voiture hier alors je me sens un peu secouée,4
"Je n'avais aucune raison d'y aller vraiment, je n'aimais pas l'idée d'avoir un emplacement physique dans ce monde que j'ai peur de visiter.",4
le jour où il y a eu un blackout dans la ville,4
Je me sens moins effrayée et plus compréhensive envers les musulmans américains,4
Je me sens hésitant à recommander cette série aux fans de dystopie après avoir été si déçu par cette conclusion de séries,4
"Je sais que je les verrai bientôt, je me sens tellement réticente à retourner à ma vie où mon monde est plus froid et à quelques heures d'ici.",4
Je sens un peu des articles sceptiques comme un href http www,4
"J'entends beaucoup de choses dans des sociétés profondément conservatrices, c'est que les parents se sentent attaqués par des câlins de culture américains dit",4
"Je me sentais plutôt mal au début et je marchais des endroits qui me rendaient nerveux, mais je me suis sentie plus à l'aise pendant que nous montions.",4
im toujours un pour le changement encore cette année je me sens hésitant et légèrement bien peur,4
Je ne vais pas trop travailler à la décrire parce que j'ai une suspicion que tous les humains ressentent cela même s'ils hésitent à l'admettre,4
Je n'ai pas pensé rationnellement je me sens très paranoïaque et j'ai eu quelques petites crises de panique,4
Je me pardonne d'avoir accepté et de m'avoir laissé manquer de compassion et d'émathy dans des moments où je me sens agressé verbalement,4
J'ai l'impression d'être terrifiée de dire quelque chose parce que si souvent il n'y a pas de mots,4
Je n'en suis pas sûr parce que j'ai l'impression de manquer quelque chose que je sais que le seigneur l'a vu.,4
Je me sens très mal à l'aise.,4
Je considérais même une c section comme une possibilité et encore moins une réalité et je me sens instantanément terrifiée,4
affronté à l'extérieur d'une fête par un personnage très méchant gesticulant à une voiture pleine d'amis mendiants sentis en danger,4
je ne sais pas si la couleur me convient ive devenez ainsi habitué à porter soit nu brun baies ou lèvres foncées couleurs que je me sens mal à porter quelque chose de léger,4
Je me sens particulièrement frénétique à ce sujet maintenant comme si je pouvais rattraper le temps perdu,4
J'aime ce david pms moi c'est vraiment génial mais je me sens un peu pressé de dire quelque chose d'intéressant parce qu'il demande toujours de quoi parler,4
Je commençais à me sentir paranoïaque. J'ai fait quelque chose de mal.,4
Je ne peux pas dormir et je me sens plutôt instable.,4
Je me sens parfois impuissante et désespérée.,4
J'ai l'impression qu'il est encore très vulnérable mais j'aime vraiment le regard sur son visage comme pour dire qui êtes-vous et pourquoi suis-je ici,4
Je me sens impuissante comme rien que je puisse vraiment faire.,4
Je me sens toujours dérangé.,4
J'avais été en train d'exposer tout le gâchis de bn dont une partie était la prise de conscience que je me sentais si menacé que j'avais eu du mal à regarder mon propre comportement parce que admettre quelque chose de mal équivalait à une condamnation totale de moi-même en tant que personne,4
J'ai été impressionné par mais maintenant je commence à me sentir sceptique,4
Im peur et sensation de paranoïa,4
Je me sens toujours bizarre aux événements sans lui maintenant surtout quand je vois tous les autres couples autour de moi,4
Je me sens réticent à donner à ce film un statut d'étoiles loin de,4
J'aurai l'impression qu'ils ou tout le monde est dehors pour m'obtenir et devenir très affligé parfois au point de déclencher un titre soi-même mal href http en,4
mon mari était parti pour conduire un étrange,4
Je me sens tellement agitée ces derniers temps et je suppose d'une certaine façon que c'est une bonne chose,4
Je me sens tellement impuissante dans mon incapacité à guérir Brandon de lyme ou de babesia ou de ses douleurs et douleurs constantes alors je cuisine et cuisine et cuisiner un autre repas,4
Je pense à l'énormité de la décision qui approche que je dois aussi me souvenir que nous pouvons juste arriver à la fin de partir avec nos genoux tremblants dans une toute nouvelle ère pour les gens lgbt,4
ive a obtenu une assurance par l'intermédiaire de mon employeur mais se sent souvent effrayée de chercher des soins médicaux parce qu'il y a toujours une sorte de problème de facturation de l'assurance ou l'assurance essaie de ne pas payer la dépense,4
Je sais que je vais me sentir fragile quand je le fais tout seul sans mon superviseur attentif.,4
"Je sens qu'il est peut-être timide, mais je ne pense pas à ce qu'il ressent.",4
